Amount,Term,Income,Interest,PMT,FICO,Approval
478262,831,68899,6.33,2555.092426,633,0
474937,832,116937,7.77,3089.598863,661,0
462972,833,43132,4.58,1844.223911,744,0
498285,834,46476,3.1,1456.617168,803,1
212645,835,73501,9.08,1611.990614,710,1
102045,836,60254,7.58,647.9366214,755,1
221901,837,97592,9.45,1749.934352,612,0
227322,838,115939,3.65,750.3143814,721,1
221316,839,53631,9.34,1725.157102,583,0
316979,840,43282,6.13,1641.961758,643,0
332305,841,73332,6.84,1910.174889,792,1
138511,842,72150,9.33,1078.510437,647,0
296345,843,91958,4.67,1198.636004,665,0
404262,844,116007,7.89,2668.594247,810,1
244028,845,69969,3.71,814.4366694,796,1
305616,846,93867,9.48,2417.47241,716,1
339144,847,89165,9.16,2592.93493,847,1
239807,848,104428,7.27,1461.547822,792,1
279639,849,91643,3.21,834.4076826,677,0
358201,850,57226,6.59,1986.012482,613,0
294112,851,46546,7.84,1929.092874,693,1
406320,852,110485,4.38,1552.728293,702,1
154012,853,88166,8.62,1108.792817,681,1
116151,854,107436,5.74,565.1906022,732,1
458657,855,64622,5.01,1970.817881,724,1
389117,856,114122,3.39,1207.158663,744,1
275954,857,92634,4.93,1168.519597,621,0
157019,858,103684,4.16,573.791857,749,1
433228,859,75099,5.87,2151.742587,836,1
344642,860,93929,6.4,1857.241935,618,0
110461,861,57323,3.22,329.1669968,705,1
453980,862,46211,4.45,1755.748117,767,1
375117,863,85664,4.32,1414.045061,616,0
178509,864,52579,4.94,756.6061821,613,0
181086,865,47088,5.09,788.3671226,655,0
159173,866,91358,4.72,647.7054851,826,1
429706,867,118235,8.2,2944.355224,644,0
101164,868,49910,7.47,632.6419651,612,0
188260,869,100785,4.62,751.4507443,797,1
472199,870,96665,7.26,2871.909931,593,0
396808,871,103235,6.34,2117.979586,668,0
325311,872,83125,4.31,1222.029973,618,0
321856,873,82570,4.17,1175.326249,788,1
138132,874,119505,4.14,501.2606478,650,0
212973,875,69075,8.27,1471.35147,771,1
162411,876,105781,3.55,519.5319324,679,0
183121,877,97390,8.21,1256.030047,728,1
312636,878,40937,8.24,2152.057375,716,0
359543,879,47483,8.53,2560.814487,587,0
137381,880,84829,7.81,897.0967689,632,0
494452,881,109429,6.06,2526.853244,784,1
216415,882,73320,6.02,1098.991844,768,1
182913,883,77353,5.75,889.5206264,748,1
296811,884,65358,7.79,1933.137657,704,1
267177,885,47510,6.57,1474.545163,844,1
204889,886,70775,9.17,1567.538449,699,1
262640,887,68046,6.04,1337.522486,680,0
350751,888,61245,5.48,1630.280999,644,0
372755,889,81471,9.47,2944.375126,636,0
452287,890,53329,7.79,2945.3878,643,0
394695,891,75875,9.25,3045.694006,825,1
397131,892,117119,8.73,2893.629738,740,1
288132,893,94123,9.2,2211.425723,727,1
485307,894,102334,4.5,1886.331979,586,0
364974,895,75361,4.5,1418.418142,724,1
461839,896,72559,4.2,1690.293647,674,0
134599,897,45178,9.46,1062.015879,821,1
328086,898,78071,5.57,1547.045945,785,1
410833,899,113710,3.78,1375.507992,812,1
100135,900,77860,6.27,528.0552042,754,1
462279,901,83487,7.37,2850.620215,719,1
328383,902,90441,5,1401.198223,600,0
262184,903,95188,4.35,988.0654832,805,1
455875,904,109714,4.2,1666.367195,603,0
314097,905,92179,4.42,1199.991825,643,0
113183,906,51424,8.36,789.9735685,732,1
253837,907,103372,5.54,1190.130313,736,1
482412,908,99430,3.25,1429.139652,666,0
440724,909,75601,4.36,1662.829444,827,1
164272,910,89081,3.8,551.2271116,781,1
270681,911,91945,6.87,1558.239677,762,1
338601,912,81152,8.06,2279.356237,585,0
373326,913,88894,6.61,2070.140651,678,0
286524,914,75873,5.3,1288.429078,609,0
164107,915,118136,3,456.7714769,774,1
453135,916,48310,9.41,3556.110908,835,0
238394,917,85865,3.31,714.7388802,727,1
187168,918,47473,7.12,1115.415663,615,0
149195,919,62812,6.2,777.6641942,596,0
387558,920,102288,8.54,2762.174791,695,1
227224,921,108379,3.9,777.646612,789,1
285133,922,81809,9.25,2199.752213,688,1
408020,923,112449,9.45,3215.463634,655,0
481343,924,69028,4.94,2027.057645,641,0
447865,925,114985,3.4,1368.89715,689,1
412037,926,42874,5.69,1978.513634,612,0
439875,927,64341,8.33,3058.483373,758,0
238806,928,80790,5.85,1177.0865,848,1
206374,929,91352,5.98,1038.684669,776,1
266697,930,101085,7.59,1691.663935,585,0
141237,931,51646,6.42,760.9139228,805,1
269102,932,55143,7.56,1700.223518,798,1
203366,933,103362,4.36,764.8396703,795,1
103531,934,73451,8.19,707.8319037,823,1
272207,935,41393,6.63,1512.701925,820,1
250498,936,66562,4.01,875.6470665,655,0
239620,937,94138,3.79,798.391694,732,1
467552,938,40929,3.93,1606.015056,820,1
282701,939,89605,3.09,799.409205,789,1
264495,940,77460,7.96,1757.999021,773,1
324283,941,86806,3.74,1067.800855,726,1
328080,942,82148,8.79,2405.671773,772,1
113334,943,82514,6.58,625.048956,784,1
327007,944,118660,6.78,1856.686687,822,1
338700,945,87968,4.85,1399.864997,734,1
290435,946,64926,4.13,1039.892317,591,0
339019,947,43808,9.21,2603.837701,770,0
100616,948,41830,8.56,718.5786569,804,1
199340,949,104761,3.15,570.6842205,765,1
107957,950,59091,8.69,782.6137883,834,1
326526,951,70750,8.12,2213.120788,782,1
423453,952,72246,4.53,1644.042697,696,1
355535,953,78207,8.04,2386.195435,793,1
262999,954,44262,4.53,1020.867001,765,1
267680,955,97588,3.25,784.2139373,604,0
355022,956,116941,4.1,1261.376997,646,0
218791,957,69001,9.21,1680.336999,702,1
257830,958,55146,7.31,1575.298106,676,0
388776,959,76594,8.18,2654.087239,727,1
148556,960,53962,9.22,1142.140808,830,1
352426,961,116081,9.25,2718.313407,658,0
330387,962,117740,3.03,915.1148177,607,0
426881,963,47918,8.01,2854.141485,653,0
110562,964,74686,7.23,668.1779515,663,0
464408,965,42380,9.4,3639.816855,780,0
161740,966,103868,4.18,583.6880989,676,0
412980,967,88344,3.07,1154.085558,771,1
189090,968,82709,6.16,977.5424601,816,1
159698,969,97041,3.41,484.8116861,694,1
312686,970,102039,3.71,1017.678217,843,1
464593,971,50633,8.76,3394.436535,580,0
103674,972,67102,6.69,580.5947749,696,1
398007,973,44385,6.98,2323.301898,758,0
400720,974,59922,6.8,2280.029712,590,0
238708,975,84607,3.27,699.7569955,791,1
235456,976,109405,9.45,1855.093917,607,0
403634,977,80566,8.58,2888.722872,730,1
241515,978,62281,9.18,1848.661175,669,0
131560,979,86215,8.44,926.2754294,764,1
460404,980,77089,4.88,1908.061061,698,1
218528,981,115366,5.11,945.1915211,647,0
472605,982,85631,7.38,2913.594125,771,1
217794,983,72732,7.52,1367.787191,637,0
151730,984,98621,7.45,944.1290095,741,1
197713,985,109034,3.58,622.9687652,701,1
172192,986,111546,4.98,726.8437734,606,0
150648,987,76296,5.96,753.8889063,753,1
279799,988,45958,4.02,973.0634457,850,1
380533,989,55976,7.1,2258.092633,813,1
242492,990,102688,6.62,1343.540084,682,1
448783,991,93019,4.8,1830.157067,683,1
288966,992,73999,7.95,1917.140589,630,0
276780,993,69439,7.74,1788.249348,648,0
417821,994,105905,5.91,2073.466573,832,1
387588,995,117923,8.94,2889.322907,841,1
429382,996,81445,5.45,1971.725302,716,1
393111,997,65379,3.69,1268.216418,611,0
386917,998,97263,3.88,1303.006943,737,1
179456,999,106764,6.53,980.8757601,601,0
360733,1000,118494,7.93,2387.135118,584,0
150274,1001,40570,7.6,953.4520503,685,1
237697,1002,42423,7.61,1510.074636,765,1
135557,1003,106035,6.93,785.2777147,668,0
326735,1004,78526,4.87,1349.123975,802,1
311597,1005,81486,6.09,1591.17804,689,1
243145,1006,42437,5.31,1088.737104,588,0
289049,1007,104917,7.09,1712.340135,586,0
195716,1008,84233,4.03,680.4583713,687,1
266938,1009,100033,7.87,1753.063344,585,0
427297,1010,94495,6.67,2383.888815,805,1
322367,1011,73460,6.11,1651.109224,609,0
184222,1012,96512,6.39,985.5479557,843,1
164285,1013,56167,9.12,1249.149055,616,0
157613,1014,54024,8.45,1110.760852,741,1
152938,1015,107261,3.61,482.9880334,701,1
141682,1016,60930,7.47,883.5848952,642,0
471399,1017,56599,3.49,1446.427869,821,1
319779,1018,62186,9.18,2447.355064,627,0
193648,1019,57374,7.97,1287.659988,815,1
228850,1020,71172,8.64,1648.81431,593,0
420327,1021,78686,7.24,2541.441166,641,0
460529,1022,41275,5.38,2086.277327,692,0
300374,1023,117981,3.48,918.5694609,667,0
403411,1024,43945,7.8,2625.62232,589,0
234742,1025,117697,4.67,930.9111376,656,0
229161,1026,53044,6.87,1315.709027,732,1
340002,1027,96524,5.43,1553.562597,798,1
406890,1028,86304,5.77,1970.687979,705,1
367767,1029,107388,7.53,2311.439748,754,1
216510,1030,62085,3.41,650.221216,587,0
384234,1031,106259,5.1,1653.866448,726,1
101875,1032,57698,7.26,617.5663718,633,0
252508,1033,48966,9.34,1966.00751,674,0
373906,1034,87145,3.35,1105.732131,596,0
105241,1035,54849,4.98,442.841378,628,0
215332,1036,101041,4.07,752.8926263,582,0
232651,1037,87756,4.86,956.7072989,755,1
172573,1038,78315,3.65,548.3498087,706,1
213389,1039,118284,8.84,1572.732577,741,1
113927,1040,113956,3.92,385.1201233,628,0
221016,1041,51111,5.26,979.1013625,731,1
215103,1042,108227,8.53,1529.97727,582,0
456263,1043,87059,8.81,3351.359482,809,1
157404,1044,108529,7.77,1020.399957,695,1
308058,1045,112347,4.61,1205.382791,604,0
445784,1046,114526,5.32,1995.836116,777,1
282568,1047,49485,3.35,833.8628418,610,0
173780,1048,105519,7.02,1018.868815,766,1
163419,1049,47251,6.66,909.7135827,603,0
115766,1050,100277,3.02,313.7525729,848,1
325807,1051,46239,8.07,2192.965117,751,0
271339,1052,111482,5.52,1258.227332,682,1
151583,1053,118396,8.04,1016.504225,581,0
189757,1054,47377,4.04,657.8883068,670,0
164115,1055,95061,5.85,804.8193923,618,0
480650,1056,88126,6.79,2726.724181,824,1
408777,1057,98814,3.95,1388.612811,611,0
341877,1058,63173,4.9,1414.979925,638,0
414733,1059,104763,6.25,2168.919975,845,1
262668,1060,79356,4.38,979.3304105,764,1
100534,1061,65161,6.55,550.4558787,724,1
135015,1062,105207,8.92,1003.996982,780,1
213732,1063,106123,4.99,899.6923261,761,1
164368,1064,45504,3.38,487.4140788,594,0
206098,1065,107634,5.76,995.3401305,832,1
464936,1066,45214,5.74,2237.767186,634,0
246811,1067,62200,6.24,1288.506882,845,1
167733,1068,40802,9.5,1328.1785,717,1
260133,1069,53931,6.61,1436.946476,832,1
170494,1070,75682,8.33,1184.234994,697,1
155116,1071,110899,7.74,1001.521987,657,0
176548,1072,57668,9.21,1355.379582,624,0
382492,1073,63682,5.68,1821.944068,770,1
297268,1074,74188,3.76,964.9599159,642,0
441520,1075,59922,6.02,2225.217874,789,1
345676,1076,107314,7.48,2157.406078,680,0
329534,1077,84640,7.01,1928.66571,610,0
388183,1078,89480,6.75,2188.706794,782,1
298007,1079,72233,6.46,1609.176926,847,1
159658,1080,43999,9.38,1248.271498,795,1
191096,1081,83923,4.48,726.358623,697,1
481462,1082,86193,3.45,1449.073751,689,1
497111,1083,65575,6.6,2741.324453,619,0
269053,1084,87279,5.48,1237.538334,748,1
416650,1085,96060,3.1,1146.088157,796,1
301958,1086,106745,7.05,1777.071603,586,0
141797,1087,100059,6.39,757.4251221,628,0
322467,1088,45534,6.7,1804.662957,823,1
306553,1089,47285,5.02,1296.163071,687,1
206113,1090,42153,4.61,804.126841,761,1
497501,1091,90570,8.57,3554.496295,816,1
454885,1092,75142,8.92,3382.351756,823,0
226354,1093,47014,4.39,843.6662826,838,1
400193,1094,115883,8.11,2706.344474,610,0
426079,1095,44410,4.26,1544.463205,635,0
318104,1096,86329,7.43,1971.868051,706,1
115798,1097,94047,7.04,680.4599109,631,0
206364,1098,53883,4.91,854.0179779,638,0
346895,1099,57718,6.46,1872.579112,587,0
424108,1100,61714,8.06,2850.398913,765,0
321011,1101,102626,5.34,1439.340209,582,0
121282,1102,99705,3.69,386.0405734,585,0
470311,1103,40280,9.26,3629.987621,680,0
410343,1104,57478,6.02,2066.7957,716,1
469290,1105,103959,7.45,2916.632969,798,1
394312,1106,104100,6.89,2268.041224,726,1
306910,1107,109071,9.09,2325.390811,803,1
490565,1108,83062,6.03,2474.673228,693,1
367032,1109,96098,3.22,1038.025935,732,1
487549,1110,107167,8.19,3329.273464,654,0
197366,1111,66052,8.82,1451.064986,718,1
256735,1112,98573,6.23,1337.1035,735,1
252142,1113,109890,4.06,873.4315473,599,0
473079,1114,116314,7.43,2932.173496,676,0
216484,1115,73760,7.1,1282.647988,731,1
237437,1116,41452,5.89,1170.376841,805,1
109244,1117,67335,7.98,726.915394,619,0
224113,1118,114151,7.72,1442.904326,615,0
281621,1119,42389,9.28,2178.262034,629,0
490990,1120,52665,8.39,3434.240743,805,0
229179,1121,51252,8.94,1707.799357,757,1
452973,1122,42549,6.13,2321.574347,674,0
478385,1123,98356,5.06,2035.237577,734,1
316330,1124,56971,4.29,1151.741048,690,1
308101,1125,101974,7.46,1917.1589,806,1
466338,1126,115507,5.9,2302.026109,586,0
303886,1127,90479,8.23,2085.092882,732,1
436319,1128,77416,8.98,3265.847757,780,0
400000,1129,67812,4.87,1640.279401,597,0
463146,1130,103565,7.33,2831.957676,816,1
136561,1131,49188,6.52,743.6024289,764,1
326196,1132,63358,5.49,1500.90356,681,1
270917,1133,48266,6.28,1421.63969,603,0
463430,1134,115953,3.14,1278.674859,705,1
249092,1135,108925,3.73,797.8172581,603,0
120320,1136,91881,9.22,924.6134807,805,1
421544,1137,72146,8.8,3092.085302,641,0
416007,1138,110547,7.45,2584.967552,701,1
274781,1139,76971,3.33,796.4300474,678,0
116931,1140,95877,6.98,681.0642895,610,0
491875,1141,101796,7.44,3052.266322,712,1
483187,1142,103692,6.21,2507.398723,832,1
382698,1143,74845,7.29,2327.18297,708,1
145729,1144,63455,7.86,955.0699433,607,0
349605,1145,95196,6.94,2024.628674,787,1
406779,1146,114965,3.82,1329.741586,597,0
198961,1147,47681,4.53,761.1834958,758,1
393467,1148,44330,7.47,2451.306402,642,0
388980,1149,76052,4.56,1497.296778,663,0
478089,1150,91155,7.01,2796.284167,697,1
472890,1151,84762,4.86,1933.653883,797,1
337592,1152,42901,9.28,2611.076776,835,0
325667,1153,96327,8.42,2285.817516,756,1
392783,1154,94261,3.54,1198.744343,651,0
373373,1155,109687,5.34,1671.415231,821,1
460403,1156,85102,5.97,2297.915561,737,1
405785,1157,56638,4.84,1652.352254,782,1
247665,1158,118923,8.57,1769.207433,613,0
462848,1159,42720,3.06,1245.332809,766,1
182935,1160,64450,5.02,771.3617816,700,1
393163,1161,118352,4.35,1446.890821,803,1
273811,1162,100422,4.67,1077.391273,845,1
257132,1163,116820,7.51,1610.35483,827,1
368978,1164,112019,9.37,2881.440257,687,1
469542,1165,70846,4.56,1806.023944,765,1
378098,1166,106771,4.31,1379.092005,594,0
487351,1167,80540,8.83,3586.781342,796,0
161102,1168,104328,3.21,450.8516319,587,0
420930,1169,92177,4.4,1565.107908,838,1
347461,1170,61767,3.86,1144.379416,737,1
465859,1171,107105,7.47,2901.998703,730,1
403358,1172,95175,4.41,1502.746977,846,1
436603,1173,116285,7.42,2701.617857,849,1
418778,1174,68744,5.46,1914.718788,631,0
430847,1175,81204,6.11,2199.360906,696,1
249593,1176,69620,3.28,710.910372,766,1
448647,1177,77007,8.13,3040.658667,799,1
342263,1178,110201,7.68,2191.677124,679,0
280160,1179,58715,5.87,1374.81101,667,0
291523,1180,42695,7.34,1784.487054,803,0
486536,1181,107670,3.18,1348.540911,592,0
127469,1182,42724,3.49,383.0967029,820,1
287413,1183,112234,4.33,1051.922999,826,1
499474,1184,66148,4.77,2003.686697,784,1
442971,1185,41069,7.92,2924.812639,815,0
391027,1186,63589,5.13,1682.322716,786,1
430626,1187,104015,5.96,2144.764917,770,1
481318,1188,117682,5.52,2223.594384,772,1
157062,1189,113011,4.45,589.6702118,616,0
282773,1190,80915,6.82,1608.988447,683,1
450954,1191,117562,5.97,2249.594208,631,0
335069,1192,69084,4.91,1381.620836,813,1
105896,1193,76658,4.09,367.2687856,827,1
290719,1194,66627,7.72,1871.176962,698,1
246187,1195,50586,6.16,1266.548167,772,1
179301,1196,61477,3.18,496.0851025,587,0
213347,1197,58016,8.98,1596.75929,685,1
174077,1198,54229,4.53,664.4195661,674,0
429979,1199,62241,7.71,2763.893288,689,0
419412,1200,78298,7.22,2525.350673,826,1
286498,1201,56030,4.19,1015.79988,802,1
122233,1202,113294,8.32,847.6917255,588,0
421824,1203,82203,7.46,2623.856452,828,1
219287,1204,76872,5.9,1081.10747,633,0
495943,1205,63930,8.28,3422.86938,812,0
145758,1206,45343,4.31,530.5436274,592,0
344556,1207,72760,8.7,2498.439297,758,1
227373,1208,85509,8.28,1569.261132,600,0
469562,1209,56638,9.09,3557.320092,707,0
294202,1210,87107,7.42,1820.198103,817,1
193171,1211,99332,6.79,1094.205131,792,1
315994,1212,77768,5.04,1335.483546,722,1
442252,1213,65070,6.02,2223.770366,695,1
307524,1214,98110,4.48,1160.679991,832,1
406727,1215,46016,5.51,1874.726288,698,1
234147,1216,94884,6.34,1239.119887,611,0
295169,1217,78997,5.99,1476.833653,682,1
314382,1218,112926,7.47,1958.049331,659,0
160728,1219,87399,3.72,509.976964,815,1
431375,1220,94401,6.3,2268.532615,825,1
311773,1221,40170,9.46,2457.979001,807,0
275166,1222,46632,8.18,1876.180369,672,0
400845,1223,93431,5.82,1949.34725,773,1
370239,1224,98447,5.38,1666.887147,607,0
323855,1225,105613,9.09,2453.438752,626,0
448355,1226,94747,3.81,1453.349001,769,1
378521,1227,43367,7.87,2483.28279,825,0
218080,1228,107619,3.69,686.4144257,785,1
436590,1229,64411,6.51,2371.57175,661,0
271863,1230,65047,4.72,1077.949704,609,0
429869,1231,67428,5.91,2122.119538,597,0
328429,1232,90154,8.28,2266.634571,846,1
256155,1233,64505,4.6,990.7829361,599,0
129493,1234,110439,9.17,989.6247026,797,1
307463,1235,58740,5.97,1532.968755,770,1
314131,1236,65010,6.57,1721.886085,608,0
498712,1237,111595,5.33,2224.366428,598,0
285602,1238,83988,4.18,1008.463846,706,1
331107,1239,108574,4.59,1277.760879,808,1
380634,1240,89961,3.59,1167.47523,719,1
110753,1241,98432,5.45,504.8267256,802,1
364592,1242,104802,5.05,1542.701817,703,1
426249,1243,68693,7.1,2523.623135,612,0
223186,1244,99403,7.14,1328.785442,737,1
488049,1245,58288,5.27,2152.544371,837,1
385714,1246,73655,6.17,1986.546408,784,1
336812,1247,79571,7.16,2010.851754,771,1
208845,1248,64749,8.38,1458.68094,699,1
285656,1249,92630,8.97,2135.473531,658,0
228941,1250,48213,5.2,996.556405,616,0
187953,1251,57239,8.21,1286.165791,650,0
174540,1252,61220,6.37,927.743165,631,0
328984,1253,42161,6.5,1784.046732,835,0
486062,1254,62039,8.28,3354.431398,735,0
193186,1255,114887,9.02,1452.235125,627,0
404064,1256,58670,7.84,2640.625318,840,0
155045,1257,52768,4.7,611.753369,636,0
364709,1258,68216,5.64,1718.846882,786,1
431272,1259,79948,4.05,1476.777925,692,1
149055,1260,101970,5,624.3748507,806,1
193386,1261,72872,7.72,1244.499508,681,1
124580,1262,113077,7.49,777.8892595,798,1
255071,1263,87717,4.35,934.308974,766,1
261029,1264,41915,4.65,1019.164181,616,0
279039,1265,68012,6.65,1547.76547,675,0
258682,1266,55114,8.62,1858.41468,804,1
280359,1267,84619,3.74,891.0689404,796,1
114016,1268,112528,8.79,835.2471367,608,0
156794,1269,74577,7,915.2018209,778,1
469332,1270,89496,7.75,3031.955712,787,1
403429,1271,104931,4.78,1617.329618,781,1
347712,1272,44494,3.12,938.5680383,807,1
454014,1273,103927,7.28,2755.599991,629,0
226639,1274,49360,4.87,925.0889694,703,1
454586,1275,99143,7.78,2948.010836,824,1
384784,1276,49078,6.22,1997.189214,780,1
432164,1277,72236,3.68,1352.401929,663,0
377158,1278,66478,5.92,1864.106027,818,1
339013,1279,64598,8.3,2345.187816,594,0
349297,1280,56198,7.56,2201.281512,682,1
314949,1281,69917,4,1064.824237,722,1
457997,1282,91889,3.2,1262.88102,638,0
114184,1283,88437,5.76,549.2624864,667,0
232650,1284,55920,5.21,1013.981074,653,0
148440,1285,68875,5.35,663.9809008,662,0
420707,1286,83021,4.72,1665.473123,753,1
360949,1287,64107,9.32,2803.503427,782,0
292855,1288,71788,5.09,1247.543949,683,1
292206,1289,118229,9.05,2203.857388,849,1
343013,1290,103016,5.11,1466.769439,606,0
349563,1291,52826,7.98,2325.040932,752,0
401903,1292,77505,7.6,2546.115792,728,1
402325,1293,49711,8.13,2726.192363,800,0
479184,1294,52875,9.48,3785.696809,586,0
361646,1295,69704,6.66,2008.684683,782,1
411872,1296,90845,4.5,1556.695311,695,1
469928,1297,81913,6.42,2516.599643,771,1
160081,1298,43751,5.51,736.9660455,606,0
299613,1299,53577,3.74,950.482276,596,0
211021,1300,80971,7.77,1366.67127,801,1
189766,1301,76274,8.92,1410.686191,711,1
319905,1302,67251,9.1,2426.07599,674,0
411069,1303,46043,9.4,3220.164202,679,0
348383,1304,63923,4.6,1344.627395,665,0
480260,1305,79126,3.74,1523.057288,798,1
142125,1306,94834,6.97,825.9379804,746,1
339820,1307,115539,4.64,1322.498112,706,1
421493,1308,90891,3.54,1270.358429,612,0
397964,1309,76140,4.02,1350.127111,595,0
128660,1310,98039,9.08,973.5774179,741,1
248557,1311,100418,7.11,1473.338193,725,1
409578,1312,55240,8.94,3051.536105,626,0
284622,1313,53861,5.52,1312.431054,736,1
249591,1314,105033,7.52,1564.529579,722,1
422368,1315,93280,5.45,1923.222516,589,0
465319,1316,100078,7.7,2986.456918,668,0
375906,1317,62872,7.18,2250.042116,581,0
447545,1318,84350,4.11,1549.949528,779,1
190294,1319,76883,6.19,982.7094394,824,1
106217,1320,73556,6.21,550.2777115,646,0
398989,1321,85602,6.95,2311.935545,725,1
444477,1322,73425,4.54,1693.102832,822,1
365397,1323,61060,6.74,2053.555828,630,0
395725,1324,103807,3.56,1197.699119,719,1
304837,1325,48778,3.2,837.4744154,844,1
180236,1326,69472,7.2,1081.804353,708,1
265625,1327,77592,6.86,1519.277451,607,0
487757,1328,101846,5.05,2060.441012,684,1
178835,1329,48349,8.06,1201.33949,621,0
422133,1330,72563,8.71,3064.18571,764,0
424004,1331,117518,5.01,1777.157474,753,1
364782,1332,43821,6.27,1907.830326,610,0
337154,1333,92770,5.01,1413.09105,810,1
168897,1334,97129,3.35,483.2275968,670,0
167548,1335,93706,3.36,480.6342034,841,1
177241,1336,116136,8.69,1283.603769,836,1
258072,1337,59950,4.89,1056.239767,814,1
196027,1338,116917,6.34,1036.574676,719,1
477381,1339,119562,7.37,2932.721634,849,1
107734,1340,109516,5.24,471.8128256,619,0
310505,1341,97833,5.63,1459.528971,606,0
388088,180,59584,7.61,3621.925472,770,0
495270,120,93757,9.04,6284.597611,617,0
256888,360,95109,6.79,1673.006769,590,0
477088,120,88700,4.93,5043.950379,721,0
246691,120,45264,6.6,2813.694465,674,0
388211,360,90371,8.93,3104.100345,741,1
389525,360,83618,8.73,3058.832357,815,1
138012,180,58964,3.92,1015.334055,764,1
224499,180,114694,9.23,2307.836907,599,0
364190,120,118127,7.05,4237.94562,592,0
176449,360,85091,8.93,1410.870382,611,0
397370,180,63343,6.16,3387.680189,639,0
391092,180,93853,5.79,3256.050193,775,1
394335,360,93917,7.11,2652.716721,850,1
215043,360,88283,3.64,982.5228238,629,0
372746,180,106957,7.01,3352.4307,661,0
243675,180,115810,3.77,1774.478065,585,0
242432,120,78510,5.2,2595.132548,754,1
121621,360,52410,6.71,785.6004412,758,1
456572,361,116205,5.98,2728.79839,673,0
125494,362,115337,7.36,864.16628,632,0
426547,363,57456,5.48,2408.670107,613,0
450745,364,50705,8.44,3438.401424,588,0
243184,365,103155,7.32,1664.219389,704,1
291789,366,106609,4.57,1479.225501,675,0
384184,367,66859,3.99,1813.853652,624,0
387642,368,110673,3.89,1805.250712,693,1
355073,369,40682,8.2,2640.276301,764,0
197619,370,112280,4.82,1026.752929,586,0
438734,371,108424,4.27,2131.931042,690,1
158862,372,62463,5.81,922.0694812,665,0
413743,373,44298,9.31,3400.319408,759,0
436858,374,48210,7,2874.835998,631,0
452811,375,114530,3.92,2096.183144,716,1
111393,376,44976,3.22,470.7904793,779,1
383446,377,44998,6.93,2499.530821,687,0
167231,378,108939,6.84,1079.106374,610,0
273415,379,84595,4.54,1359.339188,776,1
272352,380,50124,6.07,1615.061522,670,0
269118,381,57737,5.03,1415.684822,772,1
443239,382,90684,9.38,3651.153417,703,1
440851,383,91338,7.64,3077.493541,790,1
244615,384,118684,4.04,1136.066563,783,1
394358,385,65295,6.05,2323.383912,782,1
229825,386,112293,6.67,1447.864483,794,1
236320,387,78054,8.43,1778.5878,847,1
115795,388,55818,6.22,693.5038605,707,1
184419,389,105315,8.94,1455.003082,631,0
222110,390,73549,5.09,1165.849716,740,1
164290,391,77667,5.65,920.1619889,799,1
169422,392,59324,4.19,794.0858974,837,1
443982,393,85968,3.23,1832.069259,582,0
427029,394,105636,3.03,1712.165143,588,0
121691,395,44658,5.95,703.0391713,657,0
117412,396,67881,6.23,699.5707778,597,0
142529,397,86632,5.44,774.7535864,632,0
135386,398,99484,5.56,745.7492113,687,1
141865,399,65213,4.4,677.4488361,770,1
305185,400,61671,8.43,2282.712081,773,1
277648,401,93940,5.71,1552.523931,719,1
110937,402,107129,4.38,526.6662216,737,1
271464,403,56163,8.86,2113.321825,684,1
260780,404,47407,8.17,1897.870799,797,1
187475,405,118400,8.24,1373.250372,641,0
393442,406,80834,5.53,2144.769002,845,1
304065,407,117495,7.05,1967.747757,649,0
338857,408,97038,5.19,1769.799456,646,0
398763,409,106762,5.53,2168.342007,684,1
423833,410,51614,7.26,2800.340212,740,0
116304,411,101527,7.83,815.1627545,706,1
432016,412,70230,9.08,3422.207724,605,0
400939,413,83168,6.82,2521.412886,739,1
372439,414,92990,3.87,1631.251678,848,1
296165,415,113374,8.23,2157.706679,651,0
261431,416,71225,4.53,1246.99811,726,1
160982,417,44067,4.45,759.1516584,642,0
397983,418,57651,7.99,2826.305775,720,0
439389,419,78608,7.76,3045.918986,843,1
445929,420,119422,4.14,2012.081436,784,1
146976,421,97853,3.6,615.2537083,613,0
149654,422,72494,7.83,1043.566163,826,1
130112,423,112928,6.31,767.678717,635,0
424386,424,94915,9.18,3380.093077,840,1
484507,425,59435,7.99,3430.396833,768,0
159635,426,42969,3.47,652.2432803,682,1
350284,427,74192,4.1,1560.505823,620,0
343872,428,107607,8.67,2604.01222,722,1
354220,429,115160,8.22,2563.476598,601,0
463395,430,67056,6.73,2856.782193,717,0
333036,431,55418,9.1,2626.755357,590,0
365655,432,99228,4.52,1715.365567,775,1
401589,433,61974,3.31,1590.168037,756,1
240653,434,88760,4.64,1145.018248,762,1
338461,435,114356,3.85,1444.45613,605,0
329638,436,105976,5.96,1850.599929,782,1
490838,437,100873,5.4,2570.025416,832,1
144205,438,91635,4.16,640.6138671,711,1
178190,439,100039,9.13,1406.191073,638,0
201213,440,107772,6.68,1226.737844,770,1
146662,441,95398,9.09,1152.2919,737,1
288316,442,98522,5.73,1567.615414,634,0
419522,443,80305,3.54,1698.102711,653,0
494120,444,53420,5.96,2760.028135,634,0
480753,445,97348,4.19,2130.288106,740,1
154573,446,82715,8.4,1132.463215,809,1
331675,447,112325,4.02,1432.325053,709,1
155337,448,101043,5.98,867.6773852,624,0
272390,449,49063,5.38,1410.484478,586,0
457949,450,72776,3.95,1952.375607,843,1
416546,451,117540,5.94,2311.181317,660,0
